,clock,defense,defense_score,distance,home,offense,offense_score,period,surrender_index,yard_line
1321,"{'minutes': 7, 'seconds': 34}",Florida Atlantic,45,8,Charlotte,Charlotte,21,4,4.178771836800001,21
1322,"{'minutes': 4, 'seconds': 33}",East Carolina,48,8,East Carolina,Gardner-Webb,9,4,4.175024445992402,57
1323,"{'minutes': 13, 'seconds': 24}",Iowa State,7,9,Iowa State,Iowa,3,2,4.149987936160004,50
1324,"{'minutes': 10, 'seconds': 12}",Washington State,14,7,Washington State,UCLA,10,2,4.149987936160004,50
1325,"{'minutes': 14, 'seconds': 55}",Rice,14,3,Rice,Louisiana Tech,14,4,4.149987936160004,50
1326,"{'minutes': 15, 'seconds': 0}",Wyoming,7,8,Wyoming,New Mexico,0,2,4.149987936160004,50
1327,"{'minutes': 6, 'seconds': 43}",Texas A&M,10,9,Texas A&M,South Carolina,3,2,4.149987936160004,50
1328,"{'minutes': 15, 'seconds': 0}",San Diego State,3,5,San Diego State,Weber State,0,3,4.1496,70
1329,"{'minutes': 15, 'seconds': 0}",Oregon,35,3,Oregon,Nevada,6,3,4.1496,68
1330,"{'minutes': 15, 'seconds': 0}",Baylor,21,3,Rice,Rice,3,3,4.1496,32
1331,"{'minutes': 15, 'seconds': 0}",Coastal Carolina,42,3,UMass,UMass,14,3,4.1496,36
1332,"{'minutes': 15, 'seconds': 0}",Hawai'i,28,2,Hawai'i,Central Arkansas,9,3,4.1496,67
1333,"{'minutes': 15, 'seconds': 0}",Oklahoma State,16,2,Oklahoma State,Kansas State,3,3,4.1496,62
1334,"{'minutes': 15, 'seconds': 0}",Louisiana Monroe,17,3,Louisiana Monroe,South Alabama,7,3,4.1496,68
1335,"{'minutes': 15, 'seconds': 0}",Mississippi State,38,3,Arkansas,Arkansas,10,3,4.1496,32
1336,"{'minutes': 15, 'seconds': 0}",Miami (OH),37,2,Miami (OH),Bowling Green,3,3,4.1496,67
1337,"{'minutes': 15, 'seconds': 0}",Houston,14,4,Tulsa,Tulsa,7,3,4.1496,31
1338,"{'minutes': 3, 'seconds': 12}",Clemson,52,5,Clemson,Wake Forest,3,4,4.143907238400001,66
1339,"{'minutes': 14, 'seconds': 56}",Pittsburgh,19,3,Duke,Duke,3,3,4.1263755264,30
1340,"{'minutes': 14, 'seconds': 4}",The Citadel,14,8,Georgia Tech,Georgia Tech,6,3,4.126027629036545,45
1341,"{'minutes': 3, 'seconds': 9}",Tulane,58,6,Tulane,Missouri State,6,4,4.1246423442,75
1342,"{'minutes': 14, 'seconds': 55}",Michigan State,31,3,Michigan State,Western Michigan,7,3,4.120601700000001,72
1343,"{'minutes': 6, 'seconds': 40}",Louisville,31,6,Louisville,Boston College,29,3,4.112598336000001,55
1344,"{'minutes': 14, 'seconds': 53}",Western Michigan,21,3,Western Michigan,Miami (OH),6,3,4.1090926968,75
1345,"{'minutes': 14, 'seconds': 53}",Buffalo,14,4,Miami (OH),Miami (OH),13,3,4.1090926967999994,35
1346,"{'minutes': 14, 'seconds': 53}",Indiana,24,5,Maryland,Maryland,21,3,4.1090926967999994,35
1347,"{'minutes': 3, 'seconds': 6}",Arizona State,30,5,Arizona State,Kent State,7,4,4.1054833008,87
1348,"{'minutes': 7, 'seconds': 22}",LSU,58,8,LSU,Northwestern State,14,4,4.100272425600001,84
1349,"{'minutes': 15, 'seconds': 0}",Connecticut,24,18,Connecticut,Wagner,14,4,4.099200000000001,66
1350,"{'minutes': 15, 'seconds': 0}",Duke,38,14,Duke,North Carolina A&T,13,4,4.099200000000001,62
1351,"{'minutes': 15, 'seconds': 0}",Pittsburgh,20,14,Pittsburgh,Ohio,10,4,4.099200000000001,89
1352,"{'minutes': 15, 'seconds': 0}",SMU,42,16,SMU,North Texas,20,4,4.099200000000001,68
1353,"{'minutes': 15, 'seconds': 0}",SMU,34,14,SMU,Texas State,10,4,4.099200000000001,84
1354,"{'minutes': 15, 'seconds': 0}",Coastal Carolina,33,17,Coastal Carolina,Norfolk State,7,4,4.099200000000001,83
1355,"{'minutes': 15, 'seconds': 0}",Iowa State,48,12,Iowa State,Louisiana Monroe,20,4,4.099200000000001,83
1356,"{'minutes': 15, 'seconds': 0}",Florida Atlantic,35,16,Florida Atlantic,Wagner,7,4,4.099200000000001,76
1357,"{'minutes': 15, 'seconds': 0}",New Mexico,48,27,New Mexico,New Mexico State,38,4,4.099200000000001,82
1358,"{'minutes': 15, 'seconds': 0}",Troy,35,10,Akron,Akron,7,4,4.099200000000001,37
1359,"{'minutes': 15, 'seconds': 0}",San José State,26,14,San José State,New Mexico,14,4,4.099200000000001,81
1360,"{'minutes': 15, 'seconds': 0}",Duke,41,17,Duke,Georgia Tech,17,4,4.099200000000001,82
1361,"{'minutes': 15, 'seconds': 0}",Rutgers,38,18,Rutgers,Liberty,24,4,4.099200000000001,83
1362,"{'minutes': 15, 'seconds': 0}",Florida Atlantic,31,11,Old Dominion,Old Dominion,3,4,4.099200000000001,17
1363,"{'minutes': 15, 'seconds': 0}",Texas Tech,35,11,West Virginia,West Virginia,10,4,4.099200000000001,19
1364,"{'minutes': 15, 'seconds': 0}",Florida,20,32,Missouri,Missouri,6,4,4.099200000000001,26
1365,"{'minutes': 15, 'seconds': 0}",Boise State,42,10,Boise State,New Mexico,3,4,4.099200000000001,62
1366,"{'minutes': 15, 'seconds': 0}",Arkansas State,38,16,Arkansas State,Georgia Southern,27,4,4.099200000000001,69
1367,"{'minutes': 15, 'seconds': 0}",Kentucky,31,15,Kentucky,Louisville,13,4,4.099200000000001,67
1368,"{'minutes': 14, 'seconds': 55}",Arizona State,12,16,Arizona State,Sacramento State,0,4,4.070120925,81
1369,"{'minutes': 14, 'seconds': 54}",Northwestern,23,14,Northwestern,UNLV,14,4,4.0643245104000005,73
1370,"{'minutes': 7, 'seconds': 16}",Wake Forest,49,7,Wake Forest,Elon,7,4,4.0615452672000005,60
1371,"{'minutes': 14, 'seconds': 53}",Michigan State,28,24,Michigan State,Tulsa,7,4,4.0585345542,86
1372,"{'minutes': 14, 'seconds': 53}",Temple,49,10,Temple,Bucknell,12,4,4.0585345542,62
1373,"{'minutes': 14, 'seconds': 53}",Boise State,24,10,UNLV,UNLV,7,4,4.0585345542,30
1374,"{'minutes': 14, 'seconds': 53}",Clemson,24,22,Louisville,Louisville,3,4,4.0585345542,26
1375,"{'minutes': 13, 'seconds': 32}",Colorado,24,5,Arizona State,Arizona State,21,3,4.05342254592,41
1376,"{'minutes': 14, 'seconds': 52}",Florida Atlantic,38,30,Charlotte,Charlotte,21,4,4.052751052800001,15
1377,"{'minutes': 11, 'seconds': 36}",Ball State,29,15,Eastern Michigan,Eastern Michigan,23,4,4.0522853888000006,20
1378,"{'minutes': 11, 'seconds': 36}",California,17,15,California,Oregon State,14,4,4.0522853888000006,65
1379,"{'minutes': 3, 'seconds': 48}",Miami (OH),17,1,Central Michigan,Central Michigan,14,3,4.047409408,22
1380,"{'minutes': 3, 'seconds': 42}",South Alabama,14,1,South Alabama,Georgia Southern,10,3,4.043764192,66
1381,"{'minutes': 15, 'seconds': 0}",Marshall,27,8,Marshall,Ohio,17,3,4.043198239080003,53
1382,"{'minutes': 14, 'seconds': 50}",Ohio State,27,23,Ohio State,Michigan State,10,4,4.041203400000001,60
1383,"{'minutes': 10, 'seconds': 33}",Temple,21,10,Temple,Georgia Tech,0,3,4.039684994783692,46
1384,"{'minutes': 14, 'seconds': 47}",Arkansas State,41,12,Arkansas State,Southern Illinois,28,4,4.023930241800001,76
1385,"{'minutes': 2, 'seconds': 1}",Western Kentucky,17,1,Florida International,Florida International,14,3,4.007086244,16
1386,"{'minutes': 14, 'seconds': 44}",Missouri,47,16,Missouri,Southeast Missouri State,0,4,4.0067149824,71
1387,"{'minutes': 14, 'seconds': 44}",Notre Dame,33,10,Notre Dame,Boston College,7,4,4.0067149824,65
1388,"{'minutes': 13, 'seconds': 9}",Illinois,17,13,Purdue,Purdue,0,3,4.004254195014528,53
1389,"{'minutes': 7, 'seconds': 7}",Auburn,48,9,Auburn,Kent State,16,4,4.0041033396,74
1390,"{'minutes': 9, 'seconds': 4}",Missouri,7,1,Wyoming,Wyoming,0,1,4.0,34
1391,"{'minutes': 11, 'seconds': 54}",Boston College,7,1,Boston College,Virginia Tech,0,1,4.0,72
1392,"{'minutes': 12, 'seconds': 25}",UCF,7,1,UCF,Florida A&M,0,1,4.0,66
1393,"{'minutes': 6, 'seconds': 15}",Troy,10,1,Troy,Campbell,7,1,4.0,81
1394,"{'minutes': 5, 'seconds': 40}",Wake Forest,17,1,Wake Forest,Utah State,14,2,4.0,66
1395,"{'minutes': 11, 'seconds': 33}",Temple,7,1,Temple,Maryland,0,1,4.0,66
1396,"{'minutes': 2, 'seconds': 29}",Penn State,7,1,Penn State,Pittsburgh,0,1,4.0,66
1397,"{'minutes': 15, 'seconds': 0}",Virginia,3,1,Virginia,Florida State,0,2,4.0,66
1398,"{'minutes': 9, 'seconds': 47}",Navy,7,1,Navy,East Carolina,0,1,4.0,62
1399,"{'minutes': 7, 'seconds': 58}",TCU,10,1,Purdue,Purdue,6,2,4.0,12
1400,"{'minutes': 8, 'seconds': 31}",Missouri,7,1,Missouri,South Carolina,0,1,4.0,66
1401,"{'minutes': 3, 'seconds': 13}",West Virginia,7,1,Kansas,Kansas,0,1,4.0,19
1402,"{'seconds': 13, 'minutes': 0}",Ohio State,7,1,Ohio State,Miami (OH),5,1,4.0,75
1403,"{'minutes': 15, 'seconds': 0}",North Texas,7,1,North Texas,UT San Antonio,0,2,4.0,64
1404,"{'minutes': 13, 'seconds': 35}",Liberty,6,1,Liberty,Hampton,0,1,4.0,80
1405,"{'minutes': 4, 'seconds': 26}",Liberty,13,1,Liberty,Hampton,6,1,4.0,66
1406,"{'minutes': 11, 'seconds': 35}",Colorado State,7,1,Colorado State,Toledo,0,1,4.0,66
1407,"{'minutes': 10, 'seconds': 15}",Duke,7,1,Virginia Tech,Virginia Tech,3,2,4.0,34
1408,"{'minutes': 8, 'seconds': 47}",Wake Forest,7,1,Boston College,Boston College,0,1,4.0,29
1409,"{'minutes': 8, 'seconds': 58}",Houston,7,1,North Texas,North Texas,0,1,4.0,34
1410,"{'minutes': 8, 'seconds': 5}",Louisiana,14,1,Georgia Southern,Georgia Southern,6,2,4.0,34
1411,"{'minutes': 1, 'seconds': 11}",UCLA,7,1,Arizona,Arizona,6,2,4.0,30
1412,"{'minutes': 11, 'seconds': 41}",Florida,7,1,Florida,Auburn,0,1,4.0,65
1413,"{'minutes': 8, 'seconds': 26}",California,7,1,Oregon,Oregon,0,2,4.0,29
1414,"{'minutes': 4, 'seconds': 22}",Boise State,7,1,UNLV,UNLV,0,1,4.0,37
1415,"{'minutes': 9, 'seconds': 12}",East Carolina,7,1,East Carolina,Temple,0,1,4.0,66
1416,"{'minutes': 11, 'seconds': 29}",Florida,14,1,Florida,Auburn,6,2,4.0,66
1417,"{'minutes': 10, 'seconds': 40}",Georgia State,10,1,Coastal Carolina,Coastal Carolina,6,2,4.0,25
1418,"{'minutes': 6, 'seconds': 27}",Indiana,14,1,Maryland,Maryland,7,1,4.0,32
1419,"{'minutes': 7, 'seconds': 23}",Boston College,10,1,Boston College,NC State,3,2,4.0,66
1420,"{'minutes': 3, 'seconds': 55}",Utah State,7,1,Utah State,Nevada,3,1,4.0,70
1421,"{'minutes': 5, 'seconds': 25}",Indiana,16,1,Nebraska,Nebraska,14,2,4.0,12
1422,"{'minutes': 9, 'seconds': 43}",Colorado,10,1,Colorado,USC,7,2,4.0,81
1423,"{'minutes': 7, 'seconds': 6}",Appalachian State,7,1,South Alabama,South Alabama,0,1,4.0,36
1424,"{'minutes': 11, 'seconds': 2}",Georgia State,7,1,Georgia State,Troy,0,1,4.0,71
1425,"{'minutes': 6, 'seconds': 15}",Miami (OH),9,1,Kent State,Kent State,3,2,4.0,22
1426,"{'minutes': 8, 'seconds': 38}",Illinois,7,1,Illinois,Rutgers,0,1,4.0,66
1427,"{'minutes': 4, 'seconds': 57}",North Texas,14,1,North Texas,UTEP,7,1,4.0,78
1428,"{'seconds': 16, 'minutes': 0}",Florida Atlantic,21,1,Western Kentucky,Western Kentucky,14,2,4.0,16
1429,"{'minutes': 7, 'seconds': 57}",Notre Dame,7,1,Duke,Duke,0,1,4.0,24
1430,"{'minutes': 9, 'seconds': 15}",Ohio State,7,1,Ohio State,Maryland,0,1,4.0,72
1431,"{'minutes': 8, 'seconds': 1}",Northwestern,14,1,Northwestern,Purdue,7,2,4.0,67
1432,"{'minutes': 8, 'seconds': 7}",Kentucky,17,1,Vanderbilt,Vanderbilt,14,2,4.0,34
1433,"{'minutes': 14, 'seconds': 47}",Boise State,7,1,Boise State,New Mexico,0,1,4.0,62
1434,"{'minutes': 7, 'seconds': 39}",Utah,7,1,Arizona,Arizona,0,1,4.0,34
1435,"{'minutes': 12, 'seconds': 6}",East Carolina,10,1,Connecticut,Connecticut,7,2,4.0,37
1436,"{'minutes': 6, 'seconds': 57}",Baylor,7,1,Kansas,Kansas,0,1,4.0,34
1437,"{'minutes': 13, 'seconds': 7}",Connecticut,7,1,Temple,Temple,0,1,4.0,34
1438,"{'minutes': 10, 'seconds': 0}",Georgia Southern,10,1,Georgia Southern,Georgia State,7,2,4.0,66
1439,"{'minutes': 1, 'seconds': 40}",Miami,14,1,Duke,Duke,13,2,4.0,33
1440,"{'minutes': 5, 'seconds': 7}",Louisiana Tech,21,1,Louisiana Tech,UT San Antonio,17,2,4.0,66
1441,"{'minutes': 6, 'seconds': 31}",South Alabama,14,1,South Alabama,Arkansas State,7,2,4.0,89
1442,"{'minutes': 7, 'seconds': 6}",Charlotte,38,8,Old Dominion,Old Dominion,14,4,3.997768771200001,36
1443,"{'minutes': 14, 'seconds': 42}",Louisiana Tech,28,12,Bowling Green,Bowling Green,7,4,3.995270260800001,21
1444,"{'minutes': 13, 'seconds': 22}",Virginia Tech,17,5,Virginia Tech,Old Dominion,3,3,3.994839739931041,56
1445,"{'minutes': 14, 'seconds': 40}",Syracuse,41,15,Syracuse,Holy Cross,3,4,3.983851200000001,80
1446,"{'minutes': 9, 'seconds': 19}",Florida,17,30,Florida,Auburn,13,4,3.974361720472001,58
1447,"{'minutes': 11, 'seconds': 22}",Iowa,20,11,Iowa,Minnesota,13,4,3.9674474944000004,78
1448,"{'minutes': 11, 'seconds': 25}",Baylor,42,1,Baylor,UT San Antonio,0,3,3.964257375,66
1449,"{'minutes': 10, 'seconds': 10}",Kentucky,22,12,Kentucky,Missouri,7,3,3.953792163686399,46
1450,"{'minutes': 14, 'seconds': 32}",Boston College,38,10,Boston College,NC State,10,4,3.938430988800001,65
1451,"{'minutes': 11, 'seconds': 18}",Indiana,24,1,Indiana,Northwestern,3,3,3.9349972560000004,80
1452,"{'minutes': 14, 'seconds': 19}",Wisconsin,28,2,South Florida,South Florida,0,3,3.921215469600001,33
1453,"{'minutes': 10, 'seconds': 34}",Illinois,24,9,Connecticut,Connecticut,20,3,3.912525389488928,47
1454,"{'minutes': 10, 'seconds': 7}",Oklahoma,28,6,Oklahoma,Houston,10,3,3.9019824656741227,54
1455,"{'minutes': 15, 'seconds': 0}",Temple,0,1,Temple,Memphis,0,1,3.8974342000000024,53
1456,"{'minutes': 2, 'seconds': 32}",UNLV,56,6,UNLV,Southern Utah,14,4,3.8956546943999997,74
1457,"{'minutes': 10, 'seconds': 31}",East Carolina,24,9,Connecticut,Connecticut,14,3,3.8944719059218333,50
1458,"{'minutes': 3, 'seconds': 47}",Utah State,26,7,Utah State,Wyoming,21,4,3.8902966128000003,77
1459,"{'minutes': 10, 'seconds': 25}",Ohio,45,8,Bowling Green,Bowling Green,24,3,3.8723764384774255,50
1460,"{'minutes': 9, 'seconds': 26}",Texas Tech,7,3,Texas Tech,Montana State,0,1,3.8720000000000008,58
1461,"{'minutes': 10, 'seconds': 16}",Louisiana Tech,14,2,Bowling Green,Bowling Green,7,1,3.8720000000000008,42
1462,"{'minutes': 14, 'seconds': 18}",Wyoming,13,3,Wyoming,UNLV,10,2,3.8720000000000008,58
1463,"{'minutes': 7, 'seconds': 26}",Notre Dame,7,3,Notre Dame,Virginia Tech,0,1,3.8720000000000008,58
1464,"{'minutes': 2, 'seconds': 4}",Western Michigan,48,24,Western Michigan,Monmouth,13,4,3.8671137533951994,49
1465,"{'seconds': 42, 'minutes': 0}",Washington,21,18,Washington,Eastern Washington,0,1,3.8668492799999994,45
1466,"{'minutes': 1, 'seconds': 17}",Florida,17,26,Florida,UT Martin,0,2,3.8668492799999994,45
1467,"{'minutes': 15, 'seconds': 0}",Missouri,27,10,Missouri,Southeast Missouri State,0,2,3.8668492799999994,45
1468,"{'minutes': 8, 'seconds': 30}",Kent State,24,20,Kent State,Bowling Green,7,2,3.8668492799999994,45
1469,"{'minutes': 14, 'seconds': 10}",Western Michigan,10,17,Western Michigan,Central Michigan,0,2,3.8668492799999994,45
1470,"{'minutes': 4, 'seconds': 11}",Wyoming,21,16,Wyoming,Nevada,3,2,3.8668492799999994,45
1471,"{'minutes': 15, 'seconds': 0}",Utah,14,14,Arizona,Arizona,0,2,3.8668492799999994,55
1472,"{'minutes': 5, 'seconds': 40}",Buffalo,28,14,Buffalo,Bowling Green,7,2,3.8668492799999994,45
1473,"{'minutes': 15, 'seconds': 0}",Stephen F. Austin,7,6,Baylor,Baylor,14,2,3.866849279999999,55
1474,"{'minutes': 15, 'seconds': 0}",Portland State,6,6,Arkansas,Arkansas,10,3,3.866849279999999,55
1475,"{'minutes': 5, 'seconds': 22}",South Alabama,21,5,Nebraska,Nebraska,35,4,3.866849279999999,55
1476,"{'minutes': 3, 'seconds': 53}",Boise State,0,6,Boise State,Marshall,7,2,3.866849279999999,45
1477,"{'minutes': 7, 'seconds': 45}",Cincinnati,0,5,Ohio State,Ohio State,42,4,3.866849279999999,55
1478,"{'minutes': 15, 'seconds': 0}",Tulsa,7,6,Tulsa,Oklahoma State,17,2,3.866849279999999,45
1479,"{'minutes': 1, 'seconds': 43}",Maryland,2,4,Temple,Temple,7,2,3.866849279999999,55
1480,"{'minutes': 9, 'seconds': 50}",Hawai'i,7,5,Boise State,Boise State,17,2,3.866849279999999,55
1481,"{'minutes': 3, 'seconds': 33}",East Carolina,3,4,UCF,UCF,35,2,3.866849279999999,55
1482,"{'minutes': 7, 'seconds': 29}",Louisiana Monroe,7,6,Appalachian State,Appalachian State,24,2,3.866849279999999,55
1483,"{'minutes': 2, 'seconds': 51}",Arizona,31,4,Stanford,Stanford,41,4,3.866849279999999,55
1484,"{'minutes': 14, 'seconds': 9}",Ball State,14,4,Ball State,Ohio,27,4,3.866849279999999,45
1485,"{'minutes': 6, 'seconds': 53}",Syracuse,20,4,Syracuse,Boston College,51,3,3.866849279999999,45
1486,"{'minutes': 4, 'seconds': 39}",Oregon State,7,4,Oregon State,Washington,13,3,3.866849279999999,45
1487,"{'minutes': 1, 'seconds': 6}",Mississippi State,7,4,Mississippi State,Alabama,38,3,3.866849279999999,45
1488,"{'minutes': 3, 'seconds': 27}",Samford,0,4,Auburn,Auburn,7,1,3.866849279999999,55
1489,"{'minutes': 5, 'seconds': 47}",Washington,0,5,Colorado,Colorado,6,2,3.866849279999999,55
1490,"{'minutes': 14, 'seconds': 54}",Samford,0,5,Auburn,Auburn,31,3,3.866849279999999,55
1491,"{'minutes': 11, 'seconds': 2}",USC,17,2,USC,Fresno State,3,2,3.8652240000000013,55
1492,"{'minutes': 6, 'seconds': 16}",Georgia Southern,10,6,Georgia Southern,Maine,3,2,3.8652240000000013,55
1493,"{'minutes': 6, 'seconds': 1}",Stanford,3,6,Stanford,Oregon,0,1,3.8652240000000013,55
1494,"{'minutes': 13, 'seconds': 25}",Rice,14,4,Rice,Louisiana Tech,7,2,3.8652240000000013,55
1495,"{'minutes': 12, 'seconds': 24}",Colorado State,7,5,New Mexico,New Mexico,0,1,3.8652240000000013,45
1496,"{'minutes': 8, 'seconds': 53}",Florida,3,6,Missouri,Missouri,0,1,3.8652240000000013,45
1497,"{'minutes': 2, 'seconds': 43}",Georgia,3,5,Georgia,Texas A&M,0,1,3.8652240000000013,55
1498,"{'minutes': 9, 'seconds': 55}",Florida Atlantic,28,5,Florida Atlantic,Florida International,7,3,3.8605162417197767,54
1499,"{'minutes': 4, 'seconds': 5}",UAB,17,4,Akron,Akron,6,2,3.8584598580000025,48
1500,"{'minutes': 9, 'seconds': 31}",Boston College,10,4,Boston College,Kansas,0,1,3.8584598580000025,52
1501,"{'minutes': 3, 'seconds': 37}",Old Dominion,10,6,Virginia,Virginia,0,1,3.8584598580000025,48
1502,"{'minutes': 2, 'seconds': 47}",Florida International,27,5,Florida International,UMass,0,2,3.8584598580000025,52
1503,"{'minutes': 5, 'seconds': 30}",UCF,14,5,UCF,East Carolina,0,1,3.8584598580000025,52
1504,"{'minutes': 6, 'seconds': 43}",Texas,36,8,Texas,Oklahoma State,23,4,3.8546941524,87
1505,"{'minutes': 2, 'seconds': 25}",Colorado State,38,6,Colorado State,Western Illinois,13,4,3.854099024999999,65
1506,"{'minutes': 14, 'seconds': 16}",Southern Illinois,38,18,UMass,UMass,13,4,3.8488135296000006,12
1507,"{'minutes': 4, 'seconds': 57}",Ole Miss,0,10,Memphis,Memphis,7,2,3.848783360163839,61
1508,"{'minutes': 9, 'seconds': 42}",NC State,21,10,West Virginia,West Virginia,24,3,3.848783360163839,61
1509,"{'minutes': 9, 'seconds': 12}",Vanderbilt,10,15,Vanderbilt,LSU,28,2,3.848783360163839,39
1510,"{'minutes': 15, 'seconds': 0}",Pittsburgh,10,14,Pittsburgh,Delaware,14,4,3.848783360163839,39
1511,"{'minutes': 5, 'seconds': 35}",Marshall,13,20,Middle Tennessee,Middle Tennessee,17,3,3.848783360163839,61
1512,"{'minutes': 4, 'seconds': 9}",Charlotte,14,10,Western Kentucky,Western Kentucky,30,4,3.848783360163839,61
1513,"{'minutes': 12, 'seconds': 54}",East Carolina,7,22,East Carolina,South Florida,14,2,3.848783360163839,39
1514,"{'minutes': 12, 'seconds': 47}",Washington State,2,14,California,California,6,1,3.848783360163839,61
1515,"{'minutes': 10, 'seconds': 45}",UMass,7,15,Army,Army,42,3,3.848783360163839,61
1516,"{'minutes': 2, 'seconds': 36}",Texas Tech,31,10,Texas Tech,TCU,33,4,3.848783360163839,39
1517,"{'minutes': 7, 'seconds': 41}",Mercer,0,19,North Carolina,North Carolina,56,4,3.848783360163839,61
1518,"{'minutes': 13, 'seconds': 47}",UAB,3,14,North Texas,North Texas,7,2,3.848783360163839,61
1519,"{'minutes': 14, 'seconds': 15}",Charlotte,49,12,Charlotte,Gardner-Webb,21,4,3.8432663250000014,60
1520,"{'minutes': 14, 'seconds': 15}",Appalachian State,28,10,Appalachian State,Texas State,13,4,3.8432663250000014,62
1521,"{'minutes': 14, 'seconds': 4}",Notre Dame,16,3,Notre Dame,Boston College,7,3,3.842907801600001,68
1522,"{'minutes': 14, 'seconds': 4}",San Diego State,10,5,San Diego State,Fresno State,7,3,3.8429078016,70
1523,"{'minutes': 12, 'seconds': 5}",Louisville,35,14,Louisville,Eastern Kentucky,0,4,3.841277343750001,58
1524,"{'minutes': 14, 'seconds': 14}",UAB,35,11,UAB,Old Dominion,14,4,3.8377254384000006,61
1525,"{'minutes': 11, 'seconds': 0}",California,17,15,California,Oregon State,14,4,3.837132800000001,65
1526,"{'minutes': 2, 'seconds': 21}",Kansas State,52,4,Kansas State,Bowling Green,0,4,3.8306014577999985,64
1527,"{'minutes': 14, 'seconds': 1}",Appalachian State,35,3,Appalachian State,Louisiana,17,3,3.8275759704,71
1528,"{'minutes': 4, 'seconds': 38}",Washington State,41,8,Washington State,Colorado,10,4,3.8255724239040005,58
1529,"{'minutes': 6, 'seconds': 36}",Tulsa,49,9,East Carolina,East Carolina,17,4,3.8121388032000008,26
1530,"{'minutes': 13, 'seconds': 57}",Oklahoma,20,4,Oklahoma State,Oklahoma State,13,3,3.8073030072,31
1531,"{'minutes': 13, 'seconds': 55}",Virginia,20,2,Virginia,Duke,0,3,3.7972389000000004,65
1532,"{'minutes': 14, 'seconds': 5}",UCF,31,14,Tulane,Tulane,17,4,3.788141175000001,11
1533,"{'minutes': 6, 'seconds': 48}",California,27,10,California,UC Davis,13,4,3.7857455590843925,53
1534,"{'minutes': 9, 'seconds': 26}",Memphis,7,9,Memphis,Ole Miss,0,2,3.772716305600003,51
1535,"{'minutes': 10, 'seconds': 6}",Louisiana,0,2,Ohio,Ohio,0,1,3.772716305600003,49
1536,"{'minutes': 9, 'seconds': 28}",Louisville,7,8,Wake Forest,Wake Forest,0,1,3.772716305600003,49
1537,"{'minutes': 6, 'seconds': 25}",North Carolina,24,2,Virginia Tech,Virginia Tech,24,4,3.772716305600003,49
1538,"{'minutes': 10, 'seconds': 53}",UCLA,7,8,UCLA,Arizona State,0,1,3.772716305600003,51
1539,"{'minutes': 6, 'seconds': 23}",Auburn,0,2,Auburn,Ole Miss,0,1,3.772716305600003,51
1540,"{'minutes': 7, 'seconds': 8}",Army,7,8,Army,VMI,3,1,3.772716305600003,51
1541,"{'minutes': 13, 'seconds': 50}",Memphis,30,3,South Alabama,South Alabama,0,3,3.7722888000000006,40
1542,"{'minutes': 6, 'seconds': 29}",Kansas State,52,9,Kansas State,Bowling Green,0,4,3.7700406828000004,72
1543,"{'minutes': 3, 'seconds': 26}",West Virginia,20,8,West Virginia,James Madison,13,4,3.7646384256000007,78
1544,"{'minutes': 9, 'seconds': 19}",Washington,14,3,Washington,Utah,13,3,3.7589660128000006,85
1545,"{'minutes': 6, 'seconds': 27}",Louisiana,70,7,Louisiana,Texas Southern,6,4,3.7580962836000005,72
1546,"{'minutes': 13, 'seconds': 46}",TCU,19,3,TCU,Arkansas-Pine Bluff,0,3,3.752543942400001,68
1547,"{'minutes': 6, 'seconds': 26}",Michigan,52,7,Michigan,Rutgers,0,4,3.752137987200001,71
1548,"{'minutes': 10, 'seconds': 45}",Ball State,41,13,Ball State,Central Michigan,38,4,3.7503629,94
1549,"{'minutes': 9, 'seconds': 49}",Iowa,20,9,Iowa,Rutgers,0,3,3.7484863630706524,50
1550,"{'minutes': 2, 'seconds': 5}",Memphis,47,5,Memphis,Tulane,17,4,3.7384031249999996,85
1551,"{'minutes': 3, 'seconds': 21}",Toledo,14,4,Kentucky,Kentucky,14,2,3.7295999999999996,51
1552,"{'minutes': 12, 'seconds': 55}",Akron,0,6,Central Michigan,Central Michigan,0,1,3.7295999999999996,51
1553,"{'minutes': 4, 'seconds': 43}",UCF,31,7,UCF,Stanford,7,2,3.7295999999999996,49
1554,"{'minutes': 7, 'seconds': 9}",Purdue,13,7,Purdue,Maryland,0,1,3.7295999999999996,49
1555,"{'minutes': 7, 'seconds': 30}",Alabama,21,9,Alabama,Tennessee,10,2,3.7295999999999996,49
1556,"{'minutes': 7, 'seconds': 7}",New Mexico,0,5,Wyoming,Wyoming,0,1,3.7295999999999996,51
1557,"{'minutes': 8, 'seconds': 26}",Mississippi State,7,1,Texas A&M,Texas A&M,21,2,3.7295999999999996,52
1558,"{'minutes': 9, 'seconds': 37}",Charlotte,0,4,Charlotte,Marshall,0,1,3.7295999999999996,49
1559,"{'minutes': 1, 'seconds': 21}",Rice,20,9,Rice,North Texas,0,2,3.7295999999999996,49
1560,"{'minutes': 10, 'seconds': 48}",San José State,10,1,San José State,Fresno State,16,4,3.7295999999999996,48
1561,"{'minutes': 6, 'seconds': 22}",Buffalo,49,8,Buffalo,Bowling Green,7,4,3.728397321600001,73
1562,"{'minutes': 5, 'seconds': 37}",Texas,21,10,Iowa State,Iowa State,20,4,3.7271312104376255,45
1563,"{'minutes': 9, 'seconds': 7}",Northwestern,16,2,Northwestern,UNLV,14,3,3.7237354336000004,72
