,clock,defense,defense_score,distance,home,offense,offense_score,period,surrender_index,yard_line
7142,"{'minutes': 2, 'seconds': 34}",West Virginia,14,21,Baylor,Baylor,14,3,0.4,22
7143,"{'minutes': 12, 'seconds': 25}",Maryland,0,8,Maryland,Michigan,21,3,0.4,65
7144,"{'minutes': 2, 'seconds': 23}",Maryland,7,7,Maryland,Michigan,38,4,0.4,89
7145,"{'minutes': 3, 'seconds': 34}",NC State,10,8,Wake Forest,Wake Forest,44,4,0.4,20
7146,"{'minutes': 15, 'seconds': 0}",Old Dominion,7,8,Florida International,Florida International,16,4,0.4,8
7147,"{'minutes': 8, 'seconds': 31}",Florida Atlantic,7,7,Western Kentucky,Western Kentucky,14,2,0.4,10
7148,"{'minutes': 9, 'seconds': 20}",Air Force,3,7,Air Force,Army,6,3,0.4,75
7149,"{'minutes': 12, 'seconds': 4}",Army,13,8,Air Force,Air Force,17,4,0.4,22
7150,"{'minutes': 8, 'seconds': 18}",UMass,21,8,UMass,Liberty,56,3,0.4,72
7151,"{'minutes': 5, 'seconds': 53}",Utah State,14,7,Utah State,BYU,42,4,0.4,75
7152,"{'minutes': 8, 'seconds': 46}",East Carolina,14,8,East Carolina,Cincinnati,21,2,0.4,67
7153,"{'minutes': 10, 'seconds': 38}",Appalachian State,7,7,Appalachian State,Georgia Southern,24,4,0.4,77
7154,"{'minutes': 3, 'seconds': 45}",Appalachian State,21,9,Appalachian State,Georgia Southern,24,4,0.4,64
7155,"{'minutes': 1, 'seconds': 3}",Arkansas State,34,11,Louisiana Monroe,Louisiana Monroe,34,3,0.4,14
7156,"{'minutes': 14, 'seconds': 7}",Coastal Carolina,28,19,Coastal Carolina,Troy,28,4,0.4,61
7157,"{'minutes': 9, 'seconds': 31}",Texas State,3,7,Louisiana,Louisiana,31,4,0.4,22
7158,"{'minutes': 1, 'seconds': 14}",Alabama,7,7,Alabama,LSU,10,1,0.4,69
7159,"{'minutes': 5, 'seconds': 12}",Florida,0,15,Florida,Vanderbilt,0,1,0.4,60
7160,"{'minutes': 1, 'seconds': 50}",Virginia,14,11,Virginia,Georgia Tech,14,1,0.4,76
7161,"{'minutes': 12, 'seconds': 23}",Washington,0,10,Oregon State,Oregon State,0,1,0.4,35
7162,"{'minutes': 8, 'seconds': 52}",Oregon State,0,14,Oregon State,Washington,0,1,0.4,64
7163,"{'minutes': 15, 'seconds': 0}",Army,0,10,Army,UMass,0,1,0.4,88
7164,"{'minutes': 12, 'seconds': 25}",San Diego State,0,11,San Diego State,Nevada,0,1,0.4,81
7165,"{'minutes': 10, 'seconds': 45}",Nevada,3,11,San Diego State,San Diego State,3,2,0.4,7
7166,"{'minutes': 2, 'seconds': 49}",South Florida,0,10,South Florida,Temple,0,1,0.4,86
7167,"{'minutes': 13, 'seconds': 45}",South Florida,0,13,South Florida,Temple,0,2,0.4,68
7168,"{'minutes': 9, 'seconds': 52}",Tulsa,0,11,Tulsa,UCF,0,1,0.4,88
7169,"{'minutes': 15, 'seconds': 0}",Cincinnati,0,11,Cincinnati,Connecticut,0,1,0.4,68
7170,"{'minutes': 9, 'seconds': 10}",East Carolina,0,7,SMU,SMU,7,1,0.4,40
7171,"{'minutes': 11, 'seconds': 2}",Ohio,0,13,Ohio,Miami (OH),0,2,0.4,70
7172,"{'minutes': 15, 'seconds': 0}",Kentucky,13,9,Kentucky,Tennessee,17,4,0.4,61
7173,"{'minutes': 3, 'seconds': 56}",South Carolina,9,8,South Carolina,Appalachian State,20,3,0.4,85
7174,"{'minutes': 9, 'seconds': 22}",Iowa State,21,7,Oklahoma,Oklahoma,35,3,0.4,27
7175,"{'minutes': 7, 'seconds': 42}",Louisville,27,9,Miami,Miami,52,4,0.4,26
7176,"{'minutes': 13, 'seconds': 17}",Arizona State,20,9,Arizona State,USC,31,4,0.4,96
7177,"{'minutes': 2, 'seconds': 56}",Stanford,6,7,Colorado,Colorado,10,3,0.4,26
7178,"{'minutes': 12, 'seconds': 8}",Tulsa,17,7,Tulsa,UCF,28,3,0.4,61
7179,"{'minutes': 5, 'seconds': 32}",Connecticut,3,7,Cincinnati,Cincinnati,48,4,0.4,30
7180,"{'minutes': 2, 'seconds': 4}",East Carolina,17,9,SMU,SMU,28,2,0.4,38
7181,"{'minutes': 6, 'seconds': 37}",Kent State,20,7,Toledo,Toledo,28,3,0.4,19
7182,"{'minutes': 7, 'seconds': 18}",Georgia,0,12,Auburn,Auburn,0,1,0.4,11
7183,"{'minutes': 15, 'seconds': 0}",Kentucky,0,24,Vanderbilt,Vanderbilt,0,1,0.4,11
7184,"{'minutes': 14, 'seconds': 14}",Kentucky,10,8,Vanderbilt,Vanderbilt,14,2,0.4,40
7185,"{'minutes': 12, 'seconds': 48}",Oklahoma,0,14,Baylor,Baylor,0,1,0.4,34
7186,"{'minutes': 8, 'seconds': 36}",Texas,0,7,Iowa State,Iowa State,7,1,0.4,29
7187,"{'minutes': 9, 'seconds': 7}",Kansas,0,7,Oklahoma State,Oklahoma State,7,1,0.4,8
7188,"{'minutes': 15, 'seconds': 0}",Kansas State,0,10,Kansas State,West Virginia,0,1,0.4,75
7189,"{'minutes': 6, 'seconds': 33}",Kansas State,10,7,Kansas State,West Virginia,14,2,0.4,77
7190,"{'minutes': 13, 'seconds': 50}",Indiana,0,13,Penn State,Penn State,0,1,0.4,19
7191,"{'minutes': 12, 'seconds': 32}",Clemson,0,12,Clemson,Wake Forest,0,1,0.4,78
7192,"{'minutes': 10, 'seconds': 58}",Duke,0,8,Duke,Syracuse,14,2,0.4,94
7193,"{'minutes': 4, 'seconds': 1}",Arizona State,21,16,Oregon State,Oregon State,21,2,0.4,15
7194,"{'minutes': 6, 'seconds': 21}",California,7,21,California,USC,7,1,0.4,83
7195,"{'minutes': 5, 'seconds': 40}",USC,7,19,California,California,7,1,0.4,30
7196,"{'minutes': 9, 'seconds': 15}",California,10,11,California,USC,10,2,0.4,77
7197,"{'minutes': 14, 'seconds': 4}",Louisiana Tech,0,16,Marshall,Marshall,0,1,0.4,9
7198,"{'minutes': 15, 'seconds': 0}",Southern Mississippi,0,16,UT San Antonio,UT San Antonio,0,1,0.4,29
7199,"{'minutes': 13, 'seconds': 54}",UT San Antonio,0,10,UT San Antonio,Southern Mississippi,0,1,0.4,62
7200,"{'minutes': 4, 'seconds': 19}",UT San Antonio,7,10,UT San Antonio,Southern Mississippi,7,1,0.4,66
7201,"{'minutes': 12, 'seconds': 10}",Wyoming,0,18,Utah State,Utah State,0,1,0.4,26
7202,"{'minutes': 11, 'seconds': 36}",San Diego State,0,12,San Diego State,Fresno State,0,1,0.4,92
7203,"{'minutes': 4, 'seconds': 50}",Hawai'i,0,10,UNLV,UNLV,0,1,0.4,28
7204,"{'minutes': 15, 'seconds': 0}",South Florida,0,13,South Florida,Cincinnati,0,1,0.4,67
7205,"{'minutes': 3, 'seconds': 48}",Georgia State,7,10,Georgia State,Appalachian State,7,1,0.4,61
7206,"{'minutes': 2, 'seconds': 53}",Georgia Southern,7,11,Georgia Southern,Louisiana Monroe,7,1,0.4,93
7207,"{'minutes': 5, 'seconds': 17}",Auburn,0,7,Auburn,Georgia,7,2,0.4,72
7208,"{'minutes': 7, 'seconds': 36}",Auburn,0,7,Auburn,Georgia,14,3,0.4,95
7209,"{'minutes': 11, 'seconds': 6}",Missouri,3,9,Missouri,Florida,13,3,0.4,82
7210,"{'minutes': 11, 'seconds': 26}",Oklahoma,24,9,Baylor,Baylor,31,4,0.4,23
7211,"{'minutes': 4, 'seconds': 15}",Oklahoma,31,11,Baylor,Baylor,31,4,0.4,36
7212,"{'minutes': 14, 'seconds': 47}",Rutgers,14,7,Rutgers,Ohio State,49,4,0.4,67
7213,"{'minutes': 1, 'seconds': 29}",Duke,3,8,Duke,Syracuse,14,2,0.4,81
7214,"{'minutes': 14, 'seconds': 54}",Duke,6,8,Duke,Syracuse,14,3,0.4,80
7215,"{'minutes': 6, 'seconds': 0}",Alabama State,12,7,Florida State,Florida State,42,4,0.4,11
7216,"{'minutes': 9, 'seconds': 30}",Arizona State,21,7,Oregon State,Oregon State,28,3,0.4,31
7217,"{'minutes': 13, 'seconds': 35}",Arizona State,28,8,Oregon State,Oregon State,35,4,0.4,37
7218,"{'minutes': 8, 'seconds': 27}",UCLA,3,7,Utah,Utah,35,3,0.4,22
7219,"{'minutes': 14, 'seconds': 10}",UTEP,10,9,UAB,UAB,30,4,0.4,31
7220,"{'minutes': 5, 'seconds': 18}",Navy,3,8,Notre Dame,Notre Dame,45,3,0.4,39
7221,"{'minutes': 11, 'seconds': 35}",Utah State,7,15,Utah State,Wyoming,7,2,0.4,64
7222,"{'minutes': 15, 'seconds': 0}",Cincinnati,0,8,South Florida,South Florida,10,3,0.4,15
7223,"{'minutes': 3, 'seconds': 47}",Cincinnati,10,8,South Florida,South Florida,17,3,0.4,27
7224,"{'seconds': 45, 'minutes': 0}",Tulane,7,8,Temple,Temple,13,2,0.4,26
7225,"{'seconds': 54, 'minutes': 0}",Ohio,24,7,Ohio,Western Michigan,31,4,0.4,91
7226,"{'minutes': 12, 'seconds': 33}",Appalachian State,14,7,Georgia State,Georgia State,21,2,0.4,27
7227,"{'minutes': 6, 'seconds': 20}",Appalachian State,21,11,Georgia State,Georgia State,21,2,0.4,24
7228,"{'minutes': 15, 'seconds': 0}",Georgia State,21,7,Georgia State,Appalachian State,35,3,0.4,72
7229,"{'minutes': 6, 'seconds': 40}",Louisiana Monroe,7,9,Georgia Southern,Georgia Southern,17,2,0.4,21
7230,"{'minutes': 14, 'seconds': 11}",Western Carolina,0,7,Alabama,Alabama,17,2,0.4,5
7231,"{'minutes': 13, 'seconds': 26}",Texas A&M,0,10,Georgia,Georgia,0,1,0.4,25
7232,"{'minutes': 11, 'seconds': 6}",Georgia,0,19,Georgia,Texas A&M,0,1,0.4,94
7233,"{'minutes': 11, 'seconds': 57}",Mississippi State,0,23,Mississippi State,Abilene Christian,0,1,0.4,91
7234,"{'minutes': 15, 'seconds': 0}",Missouri,0,10,Missouri,Tennessee,0,1,0.4,60
7235,"{'minutes': 10, 'seconds': 36}",Texas,0,9,Baylor,Baylor,7,2,0.4,15
7236,"{'minutes': 15, 'seconds': 0}",Kansas,6,8,Iowa State,Iowa State,7,2,0.4,31
7237,"{'minutes': 13, 'seconds': 45}",Oklahoma,0,20,Oklahoma,TCU,0,1,0.4,85
7238,"{'minutes': 10, 'seconds': 5}",TCU,0,9,Oklahoma,Oklahoma,21,2,0.4,31
7239,"{'minutes': 6, 'seconds': 26}",Illinois,7,10,Iowa,Iowa,7,1,0.4,25
7240,"{'minutes': 15, 'seconds': 0}",Iowa,7,14,Iowa,Illinois,7,2,0.4,65
7241,"{'minutes': 1, 'seconds': 53}",Indiana,7,32,Indiana,Michigan,7,1,0.4,79
7242,"{'minutes': 9, 'seconds': 27}",Michigan,14,11,Indiana,Indiana,14,2,0.4,39
7243,"{'minutes': 13, 'seconds': 40}",Minnesota,0,14,Northwestern,Northwestern,0,1,0.4,21
7244,"{'minutes': 11, 'seconds': 48}",Virginia Tech,0,10,Virginia Tech,Pittsburgh,0,1,0.4,76
7245,"{'minutes': 11, 'seconds': 27}",Pittsburgh,0,12,Virginia Tech,Virginia Tech,0,1,0.4,38
7246,"{'minutes': 15, 'seconds': 0}",Virginia,0,20,Virginia,Liberty,0,1,0.4,85
7247,"{'minutes': 10, 'seconds': 34}",Arizona State,7,13,Arizona State,Oregon,7,2,0.4,70
7248,"{'minutes': 15, 'seconds': 0}",Utah,0,10,Arizona,Arizona,0,1,0.4,39
7249,"{'minutes': 15, 'seconds': 0}",Washington,0,11,Colorado,Colorado,0,1,0.4,37
7250,"{'minutes': 4, 'seconds': 31}",Southern Mississippi,7,11,Southern Mississippi,Western Kentucky,7,1,0.4,80
7251,"{'minutes': 3, 'seconds': 18}",Western Kentucky,7,14,Southern Mississippi,Southern Mississippi,7,1,0.4,40
7252,"{'minutes': 15, 'seconds': 0}",Southern Mississippi,7,10,Southern Mississippi,Western Kentucky,7,2,0.4,82
7253,"{'minutes': 13, 'seconds': 57}",Western Kentucky,7,17,Southern Mississippi,Southern Mississippi,7,2,0.4,30
7254,"{'minutes': 3, 'seconds': 16}",UTEP,0,7,New Mexico State,New Mexico State,7,1,0.4,28
7255,"{'minutes': 15, 'seconds': 0}",UMass,0,11,UMass,BYU,0,1,0.4,75
7256,"{'minutes': 15, 'seconds': 0}",Colorado State,7,13,Wyoming,Wyoming,7,3,0.4,22
7257,"{'minutes': 13, 'seconds': 11}",Tulane,0,8,Tulane,UCF,10,2,0.4,92
7258,"{'minutes': 11, 'seconds': 51}",Temple,0,16,Cincinnati,Cincinnati,0,1,0.4,24
7259,"{'minutes': 10, 'seconds': 36}",Cincinnati,0,11,Cincinnati,Temple,0,1,0.4,68
7260,"{'minutes': 4, 'seconds': 30}",Houston,0,7,Tulsa,Tulsa,7,1,0.4,30
7261,"{'minutes': 5, 'seconds': 14}",Miami (OH),0,13,Miami (OH),Akron,0,1,0.4,97
7262,"{'minutes': 15, 'seconds': 0}",Coastal Carolina,14,14,Louisiana Monroe,Louisiana Monroe,14,2,0.4,37
7263,"{'minutes': 15, 'seconds': 0}",South Alabama,0,13,Georgia State,Georgia State,0,1,0.4,22
7264,"{'minutes': 10, 'seconds': 10}",Troy,0,9,Louisiana,Louisiana,7,1,0.4,21
7265,"{'minutes': 8, 'seconds': 17}",Troy,0,8,Louisiana,Louisiana,7,1,0.4,20
7266,"{'minutes': 4, 'seconds': 44}",UT Martin,0,8,Kentucky,Kentucky,16,1,0.4,29
7267,"{'minutes': 5, 'seconds': 47}",Tennessee,17,14,Missouri,Missouri,17,3,0.4,33
7268,"{'minutes': 10, 'seconds': 4}",Maryland,0,8,Maryland,Nebraska,24,2,0.4,67
7269,"{'minutes': 10, 'seconds': 39}",NC State,20,9,Georgia Tech,Georgia Tech,28,4,0.4,26
7270,"{'minutes': 12, 'seconds': 27}",Miami,0,9,Florida International,Florida International,13,3,0.4,22
7271,"{'minutes': 8, 'seconds': 59}",Old Dominion,17,7,Middle Tennessee,Middle Tennessee,35,3,0.4,31
7272,"{'minutes': 11, 'seconds': 10}",North Texas,0,8,Rice,Rice,20,3,0.4,33
7273,"{'minutes': 10, 'seconds': 46}",UTEP,22,8,New Mexico State,New Mexico State,27,4,0.4,22
7274,"{'minutes': 12, 'seconds': 42}",Colorado State,7,9,Wyoming,Wyoming,14,4,0.4,33
7275,"{'minutes': 11, 'seconds': 40}",Nevada,28,16,Fresno State,Fresno State,28,4,0.4,32
7276,"{'minutes': 1, 'seconds': 46}",Nevada,28,10,Fresno State,Fresno State,28,4,0.4,3
7277,"{'minutes': 1, 'seconds': 4}",San José State,21,7,UNLV,UNLV,24,3,0.4,6
7278,"{'minutes': 5, 'seconds': 32}",Temple,0,9,Cincinnati,Cincinnati,3,2,0.4,36
7279,"{'minutes': 15, 'seconds': 0}",Temple,0,7,Cincinnati,Cincinnati,13,4,0.4,35
7280,"{'minutes': 15, 'seconds': 0}",Bowling Green,14,9,Bowling Green,Ohio,24,2,0.4,77
7281,"{'minutes': 15, 'seconds': 0}",Akron,3,9,Miami (OH),Miami (OH),17,3,0.4,33
7282,"{'minutes': 13, 'seconds': 17}",Akron,17,8,Miami (OH),Miami (OH),20,4,0.4,26
7283,"{'minutes': 3, 'seconds': 26}",Toledo,23,7,Buffalo,Buffalo,35,3,0.4,10
7284,"{'minutes': 8, 'seconds': 58}",Texas State,13,9,Appalachian State,Appalachian State,14,3,0.4,32
7285,"{'minutes': 11, 'seconds': 6}",Georgia Southern,27,8,Arkansas State,Arkansas State,38,4,0.4,30
7286,"{'minutes': 5, 'seconds': 56}",South Alabama,9,7,Georgia State,Georgia State,28,4,0.4,28
7287,"{'minutes': 5, 'seconds': 46}",Troy,3,8,Louisiana,Louisiana,28,2,0.4,34
7288,"{'minutes': 13, 'seconds': 45}",Ole Miss,0,17,Mississippi State,Mississippi State,0,1,0.4,24
7289,"{'minutes': 9, 'seconds': 28}",Florida State,7,9,Florida,Florida,20,2,0.4,36
7290,"{'minutes': 13, 'seconds': 18}",Georgia Tech,0,10,Georgia Tech,Georgia,0,1,0.4,65
7291,"{'minutes': 7, 'seconds': 17}",Iowa State,0,7,Kansas State,Kansas State,7,1,0.4,12
7292,"{'seconds': 13, 'minutes': 0}",TCU,7,15,TCU,West Virginia,7,1,0.4,86
7293,"{'minutes': 11, 'seconds': 3}",Northwestern,0,10,Illinois,Illinois,0,1,0.4,20
7294,"{'minutes': 7, 'seconds': 13}",Rutgers,0,12,Penn State,Penn State,0,1,0.4,18
7295,"{'minutes': 13, 'seconds': 26}",Boston College,0,22,Pittsburgh,Pittsburgh,0,1,0.4,35
7296,"{'minutes': 9, 'seconds': 9}",North Carolina,3,12,NC State,NC State,3,2,0.4,23
7297,"{'minutes': 15, 'seconds': 0}",Wake Forest,0,11,Syracuse,Syracuse,0,1,0.4,32
7298,"{'minutes': 13, 'seconds': 12}",Utah,0,15,Utah,Colorado,0,1,0.4,75
7299,"{'seconds': 50, 'minutes': 0}",Oregon State,3,8,Oregon,Oregon,10,1,0.4,39
7300,"{'minutes': 11, 'seconds': 55}",Marshall,0,17,Marshall,Florida International,0,1,0.4,62
7301,"{'minutes': 8, 'seconds': 34}",Florida International,0,13,Marshall,Marshall,0,1,0.4,36
7302,"{'minutes': 2, 'seconds': 16}",Marshall,0,16,Marshall,Florida International,0,1,0.4,95
7303,"{'minutes': 15, 'seconds': 0}",Florida Atlantic,0,12,Florida Atlantic,Southern Mississippi,0,1,0.4,77
7304,"{'minutes': 15, 'seconds': 0}",Rice,0,20,UTEP,UTEP,0,1,0.4,15
7305,"{'minutes': 11, 'seconds': 3}",New Mexico State,0,7,Liberty,Liberty,7,1,0.4,30
7306,"{'minutes': 15, 'seconds': 0}",New Mexico,0,10,New Mexico,Utah State,0,1,0.4,75
7307,"{'minutes': 14, 'seconds': 38}",Utah State,0,16,New Mexico,New Mexico,0,1,0.4,24
7308,"{'minutes': 8, 'seconds': 44}",New Mexico,0,10,New Mexico,Utah State,0,1,0.4,75
7309,"{'minutes': 15, 'seconds': 0}",UNLV,0,19,Nevada,Nevada,0,1,0.4,13
7310,"{'minutes': 8, 'seconds': 6}",South Florida,0,9,UCF,UCF,7,1,0.4,35
7311,"{'minutes': 8, 'seconds': 9}",Temple,7,7,Temple,Connecticut,17,2,0.4,77
7312,"{'minutes': 7, 'seconds': 32}",Tulsa,0,10,East Carolina,East Carolina,0,1,0.4,21
7313,"{'minutes': 15, 'seconds': 0}",Tulane,7,8,SMU,SMU,14,2,0.4,27
7314,"{'minutes': 15, 'seconds': 0}",Ohio,0,10,Akron,Akron,0,1,0.4,38
7315,"{'minutes': 15, 'seconds': 0}",Texas State,0,11,Coastal Carolina,Coastal Carolina,0,1,0.4,24
7316,"{'minutes': 15, 'seconds': 0}",Coastal Carolina,0,10,Coastal Carolina,Texas State,0,2,0.4,77
7317,"{'minutes': 2, 'seconds': 25}",Auburn,37,9,Auburn,Alabama,38,3,0.4,89
7318,"{'minutes': 0, 'seconds': 0}",Kansas,6,8,Kansas,Baylor,48,3,0.4,75
7319,"{'minutes': 15, 'seconds': 0}",Kansas State,14,18,Kansas State,Iowa State,14,3,0.4,83
7320,"{'minutes': 15, 'seconds': 0}",Kansas State,17,12,Kansas State,Iowa State,17,4,0.4,72
7321,"{'minutes': 12, 'seconds': 51}",West Virginia,13,9,TCU,TCU,17,4,0.4,30
7322,"{'minutes': 4, 'seconds': 47}",West Virginia,13,9,TCU,TCU,17,4,0.4,25
7323,"{'minutes': 4, 'seconds': 32}",Iowa,24,17,Nebraska,Nebraska,24,4,0.4,13
